Data from han5013-25_HRD27891__0__08-35-23-391.txt Node

847.381	-2.81
847.476	-2.81
847.57	-2.81
847.665	0.19
847.759	-1.81
847.854	0.19
847.948	1.19
848.043	-2.81
848.137	3.19
848.232	0.19
848.326	0.19
848.421	-2.81
848.515	1.19
848.609	1.19
848.704	3.19
848.798	1.19
848.893	-1.81
848.987	0.19
849.081	1.19
849.176	-1.81
849.27	-1.81
849.364	-2.81
849.459	-1.81
849.553	-0.81
849.647	-4.81
849.741	-0.81
849.836	-3.81
849.93	-5.81
850.024	4.19
850.118	8.19
850.212	14.19
850.307	19.19
850.401	17.19
850.495	24.19
850.589	22.19
850.683	40.19
850.777	43.19
850.871	42.19
850.965	46.19
851.06	52.19
851.154	54.19
851.248	45.19
851.342	52.19
851.436	40.19
851.53	29.19
851.624	44.19
851.718	33.19
851.812	24.19
851.906	32.19
852	31.19
852.093	42.19
852.187	54.19
852.281	48.19
852.375	44.19
852.469	36.19
852.563	32.19
852.657	35.19
852.751	39.19
852.844	37.19
852.938	35.19
853.032	29.19
853.126	24.19
853.22	37.19
853.313	32.19
853.407	30.19
853.501	25.19
853.595	34.19
853.688	41.19
853.782	41.19
853.876	36.19
853.969	42.19
854.063	32.19
854.157	35.19
854.25	32.19
854.344	38.19
854.438	31.19
854.531	34.19
854.625	36.19
854.718	34.19
854.812	47.19
854.905	35.19
854.999	38.19
855.092	31.19
855.186	22.19
855.279	21.19
855.373	38.19
855.466	32.19
855.56	42.19
855.653	33.19
855.747	30.19
855.84	44.19
855.934	41.19
856.027	28.19
856.12	28.19
856.214	39.19
856.307	36.19
856.4	41.19
856.494	25.19
856.587	25.19
856.68	36.19
856.774	44.19
856.867	56.19
856.96	49.19
857.053	40.19
857.147	34.19
857.24	37.19
857.333	31.19
857.426	34.19
857.519	18.19
857.613	36.19
857.706	37.19
857.799	40.19
857.892	39.19
857.985	37.19
858.078	36.19
858.171	25.19
858.264	26.19
858.358	35.19
858.451	34.19
858.544	38.19
858.637	34.19
858.73	28.19
858.823	28.19
858.916	42.19
859.009	32.19
859.102	33.19
859.195	34.19
859.287	37.19
859.38	38.19
859.473	38.19
859.566	39.19
859.659	38.19
859.752	35.19
859.845	43.19
859.938	44.19
860.031	43.19
860.123	38.19
860.216	35.19
860.309	43.19
860.402	48.19
860.494	46.19
860.587	40.19
860.68	34.19
860.773	38.19
860.865	41.19
860.958	38.19
861.051	37.19
861.144	37.19
861.236	34.19
861.329	41.19
861.421	43.19
861.514	44.19
861.607	42.19
861.699	56.19
861.792	58.19
861.884	46.19
861.977	35.19
862.07	39.19
862.162	46.19
862.255	48.19
862.347	45.19
862.44	52.19
862.532	54.19
862.625	32.19
862.717	49.19
862.81	60.19
862.902	50.19
862.994	45.19
863.087	36.19
863.179	31.19
863.272	41.19
863.364	47.19
863.456	33.19
863.549	38.19
863.641	32.19
863.733	42.19
863.826	45.19
863.918	31.19
864.01	25.19
864.102	32.19
864.195	25.19
864.287	35.19
864.379	24.19
864.471	38.19
864.564	38.19
864.656	43.19
864.748	47.19
864.84	50.19
864.932	35.19
865.024	37.19
865.117	35.19
865.209	41.19
865.301	33.19
865.393	30.19
865.485	33.19
865.577	32.19
865.669	36.19
865.761	42.19
865.853	37.19
865.945	28.19
866.037	35.19
866.129	36.19
866.221	40.19
866.313	40.19
866.405	34.19
866.497	43.19
866.589	46.19
866.681	45.19
866.773	44.19
866.864	35.19
866.956	38.19
867.048	33.19
867.14	36.19
867.232	48.19
867.324	42.19
867.415	34.19
867.507	35.19
867.599	49.19
867.691	57.19
867.783	50.19
867.874	34.19
867.966	35.19
868.058	41.19
868.149	34.19
868.241	38.19
868.333	52.19
868.424	47.19
868.516	43.19
868.608	40.19
868.699	42.19
868.791	56.19
868.883	34.19
868.974	21.19
869.066	38.19
869.157	44.19
869.249	43.19
869.34	48.19
869.432	42.19
869.523	48.19
869.615	49.19
869.706	37.19
869.798	32.19
869.889	37.19
869.981	40.19
870.072	49.19
870.163	51.19
870.255	51.19
870.346	53.19
870.438	41.19
870.529	42.19
870.62	40.19
870.712	36.19
870.803	40.19
870.894	40.19
870.986	37.19
871.077	44.19
871.168	53.19
871.259	59.19
871.351	49.19
871.442	44.19
871.533	41.19
871.624	50.19
871.716	37.19
871.807	45.19
871.898	40.19
871.989	46.19
872.08	49.19
872.171	43.19
872.262	33.19
872.354	42.19
872.445	41.19
872.536	49.19
