Data from han2009_HRD27891__0__16-08-27-289.txt Node

847.381	-0.75
847.476	-0.75
847.57	-0.75
847.665	-1.75
847.759	-1.75
847.854	2.25
847.948	-1.75
848.043	-0.75
848.137	1.25
848.232	0.25
848.326	4.25
848.421	0.25
848.515	1.25
848.609	0.25
848.704	0.25
848.798	0.25
848.893	-1.75
848.987	-1.75
849.081	1.25
849.176	0.25
849.27	0.25
849.364	4.25
849.459	0.25
849.553	-1.75
849.647	-0.75
849.741	-0.75
849.836	-3.75
849.93	-2.75
850.024	-5.75
850.118	-1.75
850.212	-0.75
850.307	4.25
850.401	9.25
850.495	21.25
850.589	20.25
850.683	30.25
850.777	30.25
850.871	14.25
850.965	16.25
851.06	31.25
851.154	36.25
851.248	30.25
851.342	30.25
851.436	30.25
851.53	35.25
851.624	32.25
851.718	28.25
851.812	32.25
851.906	26.25
852	31.25
852.093	38.25
852.187	42.25
852.281	42.25
852.375	30.25
852.469	25.25
852.563	21.25
852.657	32.25
852.751	32.25
852.844	26.25
852.938	21.25
853.032	28.25
853.126	35.25
853.22	22.25
853.313	23.25
853.407	28.25
853.501	15.25
853.595	16.25
853.688	18.25
853.782	19.25
853.876	33.25
853.969	29.25
854.063	25.25
854.157	33.25
854.25	33.25
854.344	33.25
854.438	35.25
854.531	34.25
854.625	30.25
854.718	35.25
854.812	24.25
854.905	21.25
854.999	21.25
855.092	22.25
855.186	34.25
855.279	35.25
855.373	28.25
855.466	36.25
855.56	34.25
855.653	29.25
855.747	25.25
855.84	27.25
855.934	18.25
856.027	17.25
856.12	30.25
856.214	35.25
856.307	26.25
856.4	29.25
856.494	12.25
856.587	23.25
856.68	17.25
856.774	26.25
856.867	24.25
856.96	34.25
857.053	31.25
857.147	28.25
857.24	24.25
857.333	26.25
857.426	25.25
857.519	24.25
857.613	23.25
857.706	21.25
857.799	16.25
857.892	25.25
857.985	22.25
858.078	18.25
858.171	26.25
858.264	38.25
858.358	27.25
858.451	26.25
858.544	21.25
858.637	30.25
858.73	25.25
858.823	27.25
858.916	28.25
859.009	22.25
859.102	25.25
859.195	26.25
859.287	33.25
859.38	36.25
859.473	35.25
859.566	42.25
859.659	33.25
859.752	22.25
859.845	24.25
859.938	22.25
860.031	27.25
860.123	27.25
860.216	18.25
860.309	21.25
860.402	16.25
860.494	17.25
860.587	40.25
860.68	35.25
860.773	22.25
860.865	22.25
860.958	25.25
861.051	19.25
861.144	16.25
861.236	22.25
861.329	41.25
861.421	46.25
861.514	40.25
861.607	41.25
861.699	36.25
861.792	38.25
861.884	48.25
861.977	30.25
862.07	26.25
862.162	25.25
862.255	22.25
862.347	25.25
862.44	20.25
862.532	21.25
862.625	28.25
862.717	22.25
862.81	9.25
862.902	25.25
862.994	24.25
863.087	27.25
863.179	38.25
863.272	35.25
863.364	40.25
863.456	32.25
863.549	33.25
863.641	44.25
863.733	44.25
863.826	41.25
863.918	41.25
864.01	33.25
864.102	37.25
864.195	36.25
864.287	36.25
864.379	28.25
864.471	33.25
864.564	41.25
864.656	43.25
864.748	48.25
864.84	32.25
864.932	18.25
865.024	34.25
865.117	30.25
865.209	25.25
865.301	26.25
865.393	33.25
865.485	39.25
865.577	19.25
865.669	36.25
865.761	37.25
865.853	34.25
865.945	29.25
866.037	26.25
866.129	34.25
866.221	21.25
866.313	42.25
866.405	41.25
866.497	31.25
866.589	33.25
866.681	41.25
866.773	40.25
